,Unnamed: 0,Title,City,MinSalary,MaxSalary,company,Date,Expirience,Employment,Work_schedule,Descriptions,Duties,Requirements,Terms,Key_skills,Days
916,916,IT партнер,Москва,140000.0,,SAPRUN,2020-11-22T17:33:49+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   активный поиск кандидатов на различные позиции (SAP, стажерские программы, разработка, бэк-офис) в московский и региональные офисы компании, включая разработку профиля должности, поиск новых каналов коммуникации с соискателями, организация мероприятий по увеличению уровня узнаваемости HR бренда;   сопровождение выхода новых сотрудников, контроль процесса адаптации новых сотрудников;   активное взаимодействие с бизнесом по вопросам обучения, развития персонала и удержания персонала;   участие в разработке мотивационных программ;   участие в организации корпоративных мероприятий   подготовка отчетности.   ","   высшее образование;   опыт подбора IT, консалтинг или редких специалистов;   высокий уровень коммуникативных навыков;   способность работать в режиме многозадачности (до 20-30 вакансий одновременно);   готовность к работе в условиях ненормированного рабочего времени.   ","   оформление в соответствии с ТК РФ;   достойный уровень заработной платы, ""белый"" оклад;   предоставляется корпоративный ноутбук + компенсация мобильной связи;   страховка ДМС + стоматология;   развитие и профессиональный рост;   молодой и дружный коллектив профессионалов    работа удаленно / офис   ", Рекрутмент; IT Recruitment;,54
917,917,Project manager,Москва,88545.0,114068.0,Инфосистемы Джет,2020-11-23T12:47:14+0300,Более 6 лет,Полная занятость,Полный день, ," ∙ Регламентирование, внедрение и автоматизация основных ИТ-процессов Компании: ", ∙ Высшее образование , • Территориально ст.м. Савеловская ,,53
918,918,Sales manager,Москва,71176.0,168102.0,ГК Интеграция,2020-11-23T11:28:25+0300,От 1 года до 3 лет,Полная занятость,Полный день,  Мы ищем талантливого менеджера по продажам с опытом в IT и B2B- сфере в наши дружные ряды.  ,, • Практика разработки и результативной реализации сложных сделок , • Интересные проекты уровня Enterprise , Проведение презентаций; Ведение переговоров; Управление продажами; Подготовка коммерческих предложений; Навыки презентации; Terrasoft CRM; Деловая коммуникация; Мониторинг рынка; Активные продажи; Поиск и привлечение клиентов; B2B Продажи; Умение работать в команде; Деловое общение; Информационные технологии; Сопровождение клиентов; Развитие продаж; Обучение и развитие; Автоматизация; Creatio; Тендеры;,53
919,919,IT Юрист,Москва,45000.0,90000.0,КНС ГРУПП,2020-11-23T20:38:51+0300,От 3 до 6 лет,Полная занятость,Полный день,"  YADRO  – российская технологическая компания, разработчик и производитель вычислительных систем, платформ обработки и хранения данных. В группу YADRO входит компания Syntacore – российский разработчик микропроцессорных и микроконтроллерных ядер на базе открытой архитектуры RISC-V, а также NotAnotherOne – отечественный разработчик умных устройств для Интернета вещей. R&amp;D центры YADRO находятся в Москве и Санкт-Петербурге, производственная площадка расположена в Московской области. ",,,, Лицензионные договоры;,53
920,920,Project manager,Москва,88545.0,114068.0,СберМаркетинг,2020-11-23T11:30:12+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  СберМаркетинг  (входит в экосистему Сбер) предоставляет полный спектр услуг в области маркетинга. В структуре компании агентство полного цикла, направления креативной разработки, цифровых продуктов и аналитики на основе Big Data. ",,,  Кого мы ищем:  , Закупки;,53
921,921,другие,Москва,64166.0,77800.0,KPMG,2020-11-21T11:37:29+0300,Нет опыта,Полная занятость,Полный день,  Аудит информационных систем  ,"   Участвовать в множестве проектов по ИТ аудиту   Встречаться с представителями ИТ и бизнеса самых известных компаний из всех отраслей (от банков и телекома до заводов и логистики)   Проводя интервью и тестирование, получать знания об ИТ системах, инфраструктуре и процессах компаний-клиентов КПМГ   Оценивать ИТ риски и способы, которые применяются для их устранения   Документировать результаты выполненной работы, готовить рекомендации по устранению обнаруженных недостатков   ","   Высшее образование (техническое или в области ИТ, ИБ, прикладной математики, экономики или финансов)   Базовые знания об информационных технологиях (в областях аудита, ИБ, разработки, внедрения, консультирования, администрирования)   Базовые знания (или способность быстро выучить) SQL и продвинутый Excel   Отличный устный и письменный русский язык   Английский устный и письменный не ниже Intermediate   Готовность и способность к быстрому обучению   Возможность работать полный рабочий день( пн-пт с 09:00 до 18:00)   ",,,55
922,922,IT Инженер,Москва,76153.0,98428.0,ИНФОРМЗАЩИТА,2020-11-22T21:06:26+0300,Более 6 лет,Полная занятость,Полный день, ,"     Обслуживание и обеспечение бесперебойной работы ИТ инфраструктуры (сервера, СХД, виртуализация, почта);       Развитие и создание продуктов и перспективных направлений отдела (например, мониторинг, контейнеризация и т.д.).       Техническая поддержка ИТ инфраструктуры у заказчиков Компании. Установка, настройка и поддержка системного ПО (системы виртуализации, службы каталогов, электронная почта, терминальный доступ, объединенные коммуникации и т.п.);       Решение инцидентов лично или через удаленный доступ;       Эскалация инцидентов на следующий уровень поддержки;       Проведение регламентных работ по администрированию серверов, СХД, СРК, в том числе с выездами на сайт Заказчика;       Стендирование перспективных решений в демо-лаборатории;       Разработка регламентной документации.     ", Опыт работы с продуктами: ,"   Интересная работа в компании-лидере рынка по информационной безопасности   Комфортные условия: офис класса «А», просторные опенспейсы, много переговорных, дополнительные мониторы, ноутбуки   Вкусная еда: в бизнес-центре есть кафетерий с вкусными завтраками и обедами, а также свежесваренным кофе и выпечкой   Бесплатный чай/кофе в офисе   Зоны для отдыха и общения   Расширенная программа ДМС, включающая стоматологию, 100% оплачиваемый больничный   Достойная «белая» зарплата (по результатам собеседования), бонусы по итогам года   Профессиональное развитие: программы обучения сотрудников, возможности для повышения квалификации и сертификации, еженедельное внутреннее обучение   Скидки от компаний-партнеров (банки, фитнес, рестораны, языковые школы и многое другое)   Гибкое начало и окончание рабочего дня, минимальные ограничения по дресс-коду   Возможность удаленной работы при необходимости   Шаговая доступность от метро в 5 минутах пешком от м. Динамо.   ", Hyper-V; PowerShell; Zabbix; VMware; Active Directory;,54
923,923,IT Инженер,Санкт-Петербург,40000.0,60000.0,ЭнергоСтрой,2020-11-20T17:28:00+0300,От 3 до 6 лет,Полная занятость,Удаленная работа, ,"   Поиск и анализ различных систем видеонаблюдения на производственные объекты;   Организация установки и доустановки видеонаблюдения на производственные площадки;   Настройка работы систем видеонаблюдения на 4 производственных площадках;   Разработка схем работы систем видеонаблюдения;   Поиск подрядчика или самостоятельная организация видео-аналитики на отдельных камерах на каждом объекте;   Обслуживание сервера компания и настройка его безопасности и настройка работы самого сервера;   Эксплуатация, администрирование,монтаж и обеспечение бесперебойной работы IP и аналогового видеонаблюдения (40+ камер на объектах);   Стандартное Обслуживание 18 офисных компьютеров и 5 принтеров;   Создание сервера с разграниченными правами доступа и его обслуживание.   ",   Опыт работы в аналогичной должности от 3 лет;   Высшее техническое образование.   ,"   Оформление в соответствии с ТК РФ;   График работы 5/2, в основном удаленная работа;   Работа в стабильной компании.   ", Системы видеонаблюдения; Unix; Технические системы и средства безопасности; Администрирование; Sony Vegas;,56
924,924,IT Специалист,Санкт-Петербург,42222.0,50000.0,Ростелеком,2020-11-20T15:02:04+0300,Нет опыта,Полная занятость,Полный день, ,"   Установка, настройка, ремонт и учет персональных компьютеров и периферийных устройств;   Подключение устройств к локальной сети;   Работа во внутренних информационных системах;   Выездная работа на площадки Спб.   ","   Средне-профессиональное образование;   Знание ОС Windows XP/7/8/10, Office 2010/2013/2016,   Знание ActiveDirectory, проводные и беспроводные сети   ","   Работа в крупнейшем в России провайдере цифровых услуг и решений;   Возможность карьерного роста;   График 5/2, с 08:30 до 17:30.   ", Windows 7; Настройка сетевых подключений; Настройка ПК; Ремонт ПК; Windows Xp;,56
925,925,HR manager,Москва,92727.0,113750.0,Coca-Cola HBC Russia,2020-11-20T18:36:52+0300,От 3 до 6 лет,Полная занятость,Полный день, 8 из 10 человек не любят выходить из зоны комфорта. ,,,, Английский язык; Бизнес-анализ; Деловая коммуникация; Управление временем; Многозадачность;,56
926,926,Project manager,Санкт-Петербург,85000.0,99315.0,АКМЭ сервис,2020-11-20T11:54:18+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"   Требования:   1. Опыт администрирования и сопровождения серверов под управлением Windows Server и Linux от 3-х лет. 2. Аналитический и системный подход к работе, активная жизненная позиция, инициативность, коммуникабельность, ответственность, грамотность. 3. Техническая часть: виртуализация ESXi, AD, MS Exchange, 1С (ЗУП, БП), PostgreSQL Apache, MySql, ЭДО, Системы сдачи электронной отчетности, SIP телефония, СКД. 4. Знание принципов организации сетей и сетевых протоколов, знания серверного и сетевого оборудования. 5. Желателен опыт управления командой 6. Высшее образование в сфере информационных технологий. 7. Знание английского языка на уровне чтения технической документации. ",   Мы предлагаем:  1. Возможность профессионального и карьерного роста - в динамично развивающейся компании. 2. Обучение за счёт компании. 3. Интересные с профессиональной точки зрения задачи; 4. Работу в хорошей и сплоченной команде. 5. Премии по выполнению месячного плана. 6. График работы - пятидневка с 10 до 19. 7. Офис рядом с м. Московские ворота; ,, Формирование бюджета;,56
927,927,Project manager,Москва,88545.0,114068.0,"РОСБАНК, Societe Generale Group (Russia)",2020-11-20T17:13:02+0300,От 1 года до 3 лет,Полная занятость,Полный день," Росбанк – универсальный банк в составе международной финансовой группы Societe Generale. Мы обслуживаем более 4 млн клиентов в 70 регионах России. Наша компания имеет высокие рейтинги надёжности ведущих мировых рейтинговых агентств S&amp;P, Fitch, Moody’s и входит в топ-10 российских банков по известности и доверию. ","     Внедрение информационных систем на платформе 1С 8.3;       Установка обновлений приложения на 1C;       Сопровождение приложений (2 линия);       Выполнение регламентных работ;       Администрирование пользователей и прав доступа;       Администрирование тестовых сред;       Администрирование систем СКЗИ, ключей ЭЦП;       Подготовка релизов;       Сопровождение приложений (3 линия - инциденты, сбои, ошибки);       Написание технической документации;     ","   Опыт разработки от 1 года;   Знание платформы 1С 8.3, типовой конфигурации;   Опыт работы c SQL Server 2016 (SQL, T-SQL);   Опыт работы с системами обработки заявок (JIRA);   Опыт работы с генератором отчетов.    Знание специальных программ:      Платформа 1С 8.3;   git;   JIRA;   SQL Server Management Studio;   ",, 1C; SQL; MsSQL; Linux;,56
928,928,Project manager,Москва,88545.0,114068.0,КРОК,2020-11-20T22:01:16+0300,От 3 до 6 лет,Полная занятость,Полный день," Ежегодно КРОК реализует множество более 2000 проектов. Сейчас мы активно ищем в команду опытного Менеджера проектов в таких предметных областях, как построение телекоммуникационной инфраструктуры, создание систем видеоконференцсвязи, внедрение мультисервисных телефонных систем и центров обработки вызовов, систем мониторинга и управления сетей, обеспечение сетевой безопасности. ",,  НАШИ ОЖИДАНИЯ  ,, Управление проектами; Контактные центры; Колл-центры;,56
929,929,IT эксперт,Москва,,,Сбербанк,2020-11-20T11:32:12+0300,Более 6 лет,Полная занятость,Полный день," Предлагаем стать частью команды экспертов надежности в IT, чтобы способствовать постоянному увеличению надежности IT услуг и IT процессов экосистемы Сбера, за счет анализа существующих решений и применения лучших практик. ","   Систематическое выявление потенциальных технологических рисков, участие в выработке мер их минимизации, оценка существующих рисков технологий;   Проведение оценки уровня технологической надёжности решений в банке, формирование заключений, участие в подготовке дорожных карт повышения надёжности решений;   Содействие и методологическая поддержка подразделений Сбера по внедрению и исполнению процессов управления надёжностью сервисов;   Оказание экспертной поддержки по применению лучших практик и стандартов по управлению надёжностью технологических сервисов в подразделениях Сбера;   Регулярный мониторинг показателей надёжности сервисов, зрелости процессов и величины технологических рисков   ","   Опыт работы в сопровождении/разработке/проектировании IT-систем от 6-ти лет.   Опыт работы и выработки системных мер по инцидентам, проблемам и рискам с IT-составляющей;   Знание современных технологий, применяемых в построении высоконагруженных систем.   Знание принципов построения защищённых, надёжных высоконагруженных IT-решений;   Знание инноваций IT: AI, ML, VR, IoT, RPA и др.;   Понимание методологий управления разработкой и проектами Agile, Scrum, Kanban, IPMA, PMI, ITIL, ITSM;   Хорошие коммуникативные навыки, умение аргументированно отстаивать позицию, внимание к деталям, системное мышление.   ","   Официальное трудоустройство по ТК РФ;   Стандартный график работы (09:00–18:00), но с гибким подходом + сокращённый рабочий день по пятницам (до 16:45);   Достойный уровень оплаты труда (определяется по результатам собеседования);   Премирование по итогам года;   Бесплатное обслуживание зарплатной карты категории «Gold»;   Страхование жизни и здоровья для сотрудников (ДМС) и скидки на медицинскую страховку для родственников (после испытательного срока);   Широкие возможности профессионального и карьерного роста;   Обучение и повышение квалификации в Корпоративном Университете Сбербанка, на внутренних и внешних курсах, доступ к корпоративной библиотеке;   Льготное кредитование в Сбербанке – возможность пользоваться премиальными продуктами Банка на специальных условиях (в т.ч. по ипотечным программам);   Корпоративная пенсионная программа, основанная на паритетном участии сотрудника и Банка, которая даёт возможность удвоить добровольные пенсионные накопления и получать двойной инвестиционный доход (после года работы);   Широкий спектр дисконт-программ, скидок и привилегий от компаний-партнёров;   Скидка на бронирование в санаторно-курортном комплексе «MRIYA Resort &amp; SPA» на берегу моря в Ялте (в Крыму);   Корпоративные подарки для детей;   Корпоративные и благотворительные мероприятия («Зелёный марафон», Сбербанкиада, КВН, волонтёрские программы и т.д.);   Современный комфортный офис: столовые предлагают вкусные завтраки, обеды, кофе-пойнты, прекрасно оборудованный тренажёрами спортивный комплекс;   Бассейн в 2 минутах ходьбы;   Свободный dress code;   Офис: БЦ «Южный Порт» (10 минут пешком от ст. м. Кожуховская).   ",,56
930,930,Project manager,Москва,88545.0,114068.0,ICNX,2020-11-20T13:47:58+0300,От 3 до 6 лет,Полная занятость,Полный день,  Вакансия предполагает:  ,, Условия: ,"   • Бессрочный трудовой договор (независимо от периода проекта)   • Трудоустройство согласно ТК, белая заработная плата (уровень оклада обсуждается индивидуально)   • оплата мобильной связи   • Возможность профессионального развития и карьерного роста, а также реализации своих идей (внутренние профессиональные сообщества и внешнее обучение)   • Гибкий график работы (возможность выбора начала рабочего дня)   • Современный офис в центре Москвы, дружная команда профессионалов   ", Управление проектами; Английский язык; MS Project; MS PowerPoint; MS Outlook;,56
931,931,Project manager,Москва,88545.0,114068.0,S8 Capital,2020-11-20T10:39:51+0300,От 1 года до 3 лет,Полная занятость,Полный день," « Технологическая Компания «Центр » - основа цифровой экосистемы холдинга  S8 Capital , занимающаяся разработкой и внедрением масштабных IT-решений. Компания обладает уникальной экспертизой в области информационных технологий, позволяющей эффективно выстраивать работу IT-платформ. ",,,, Управление проектами; Управление продуктом;,56
932,932,Project manager,Санкт-Петербург,78885.0,200000.0,Metacommerce,2020-11-19T18:23:36+0300,От 3 до 6 лет,Полная занятость,Полный день,  Кто мы?   ,,,, Проектный менеджмент; Менеджмент; Product Development; Agile Project Management; Scrum;,57
933,933,Project manager,Москва,88545.0,114068.0,"РОСБАНК, Societe Generale Group (Russia)",2020-11-20T16:02:02+0300,Нет опыта,Полная занятость,Полный день, ,   Участвовать в проведении системного анализа задач на развитие систем;   Предлагать и выбирать архитектурные варианты разработки;   Разрабатывать логику и алгоритмы систем;   Проводить тестирование доработок;   Дорабатывать интеграцию с внешними источниками данных;   Разбирать аномальные случаи работы алгоритмов систем   ,"   Знание SQL/PL/SQL;   Знание продуктов SAS приветствуется;   Понимание механизмов работы web - сервисов(XML,XSD,JSON, SOAP) приветствуется;   Английский язык не ниже upper-intermediate   ","   Стабильный и прозрачный доход: зарплата и премии по результатам работы;   График 5/2, пятница - сокращенный рабочий день;   31 календарный день оплачиваемого отпуска;   Отсутствие дресс-кода;   Забота о здоровье сотрудников: программа ДМС, включая стоматологию и страхование при выезде за рубеж, корпоративные спортивные команды и скидки на абонементы в фитнес-клубы;   Дополнительная оплата за больничный лист: доплата сверх пособия по болезни до оклада (до 5 рабочих дней в год);   Личностное развитие и рост: корпоративная электронная библиотека Альпина, возможность прохождения бесплатного обучения и тренингов, участия в регулярных встречах корпоративных клубов и скидки на курсы он-лайн школ;   Скидки и привилегии по кредитам, ипотека на льготных условиях, льготные условия обслуживания и т.п.;   Программа корпоративных скидок и привилегий Primezone: развлечение, отдых, товары и услуги, обучение;   Комфортный современный офис: зоны для отдыха и здорового питания, зоны для совместной работы;   Программа волонтерства и благотворительности;   Сообщества по интересам сотрудников.   ",,56
934,934,IT партнер,Москва,140000.0,,"АЛИДИ, Группа компаний",2020-11-20T11:00:47+0300,От 3 до 6 лет,Полная занятость,Гибкий график,"   IT бизнес-партнер–это сотрудник, который должен управлять полным скоупом ИТ-задач выделенного подразделения со стороны Заказчика, является «единым окном» поступления задач в ИТ от выделенного вида бизнеса. Основная цель IT бизнес-партнер- выстроить эффективный бизнес процесс поступления и реализации задачи таким образом, чтобы «в бой» попадали только нужные бизнесу ИТ-доработки и в максимально короткий срок.   ",   Выстраивание сквозной приоритет очередности выполнения задач своего бизнеса-направления:   ,"   Быть творческим, инициативным, энергичным;   ИТ-бекраунд (менеджер проектов, руководитель группы, лидер команды)   Опыт управления внешними и внутренними ИТ-подрядчиками   Комплексное видение бизнеса   В идеале опыт работы в торговых компаниях (ритейл, дистрибуция, опт и т.д.)   Нацеленность на результат, способность мыслить категориями цифр, и в тоже время творчески и нестандартно, оценивать коммерческую эффективность решений, и влиять на показатели;   Умение выстраивать эффективные коммуникации с коллективом и контрагентами;   ","   Стабильность – официальное трудоустройство с первого дня, «белая» заработная плата, оплачиваемые отпуска и больничные листы;   ", Управление проектами; Оптимизация бизнес-процессов; Креативность; Управление командой; UML;,56
935,935,IT-рекрутер,Санкт-Петербург,60000.0,100000.0,Дмитриев Никита Сергеевич,2020-11-19T15:32:19+0300,От 1 года до 3 лет,Полная занятость,Полный день," Мы - российская IT компания. Разрабатываем ПО и сами ведём свои проекты. Наше основное направление – это веб-платформы: игровые порталы, развлекательные веб-сайты.  ","    Поиск сильных it-специалистов в команду через все возможные источники.    Первый контакт с кандидатами - проведение телефонных интервью, сопровождение кандидатов на всех этапах найма в процессе адаптации.    Введение в курс проекта и знакомство с командой, адаптация и работа с человеком.   ",,, Обучение персонала; Мотивация персонала; Подбор персонала; Работа с людьми; Рекрутмент;,57
936,936,IT партнер,Москва,140000.0,,HAYS,2020-11-20T11:51:07+0300,Более 6 лет,Полная занятость,Полный день,  О компании  ,,,, Обучение и развитие; Внутренние коммуникации; Работа в команде; Деловая коммуникация;,56
937,937,другие,Санкт-Петербург,60000.0,60000.0,JUG Ru Group,2020-11-20T12:55:27+0300,От 1 года до 3 лет,Проектная работа,Удаленная работа,"   JUG Ru Group   — большие технические независимые конференции и митапы для разработчиков. Сейчас мы организуем более 15 технических конференций в год. Спектр тематик — от Java, JavaScript, С++ хардкора и распределенных систем до DevOps и тестирования. ",,"   Портфолио со статьями на (около)программистские темы: блог на Хабре, личный блог про программирование, статьи в онлайн-СМИ;   Технический бэкграунд, знакомство с миром мобильной разработки или разработки на Java/ .NET / JavaScript;   Хороший английский.   ",, Копирайтинг; Написание статей;,56
938,938,IT-рекрутер,Москва,82142.0,148545.0,Group-IB,2020-11-19T12:08:31+0300,От 3 до 6 лет,Полная занятость,Полный день," Международная компания Group-IB со штаб-квартирой в Сингапуре, специализирующаяся на предотвращении кибератак, приглашает на работу в московский офис Специалиста по привлечению талантов. Group-IB – это новое поколение инженеров, воплощающих смелые инновационные идеи раннего обнаружения кибератак, основанные на технологиях хантинга, слежения за атакующими, их тактикой, инструментами и инфраструктурой. Синергия технологий, многолетнего опыта и глубокой экспертизы специалистов Group-IB, позволяет нам успешно бороться с международной киберпреступностью, создавая продукты и сервисы, способные защитить людей, бизнес и государства во всем мире. То, насколько безопасным будем мир, в котором мы живем, зависит от каждого из нас. ",,,, Работа в команде; Английский язык; MS PowerPoint; MS Outlook; Организаторские навыки;,57
939,939,Project manager,Москва,100000.0,114068.0,ПроКонтекст,2020-11-19T12:48:48+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"   Управление проектом/портфелем проектов;   Обеспечивать соответствие разработанных продуктов требованиям заказчика и законодательства;   Проработка продуктовой части вместе с stakeholders;   Обсуждение задач и целей с командой разработки, тестировщиками, дизайнерами, отделом продаж, технической поддержкой, нахождение оптимальных решений, составление технических заданий;   Оценка трудоёмкости и сроков задач;   Понимание философии Agile, знание инструментов и подходов гибкого управления проектами;   Управление проектным бэклогом и приоритетами задач;   Тестирование и контроль выполнения работ;   Общение и сбор обратной связи от пользователей;   Подготовка отчетов и презентаций для руководства компании и клиентов;   Участие во встречах совместно с менеджерами по продажам;   Обновление документации.   ",  Будет плюсом:  ,   Оклад по результатам собеседования;   Испытательный срок - 3 месяца;   Индексация оклада по итогам испытательного срока;   Стабильная и интересная работа;   Оформление по ТК;   5 минут пешком от м. Бауманская;   График работы: с 10 до 19.   , Agile Project Management; Scrum; Управление продуктом; Управление интернет-проектами; Подготовка презентаций;,57
940,940,IT-рекрутер,Москва,35000.0,100000.0,"EGAR TECHNOLOGY, INC.",2020-11-20T14:54:49+0300,От 1 года до 3 лет,Полная занятость,Удаленная работа,"  EGAR Technology  - международная группа компаний, специализирующаяся на разработке ПО для финансовых рынков и банков. Есть как собственная продуктовая линейка, так и аутсорсинг разработки, тестирования и ИТ персонала для крупных компаний. ","   Поиск персонала на открытые вакансии по всей России: разработчики, тестировщики, аналитики, руководители проектов и прочие ИТ роли. Основные каналы: HH, своя база, рекомендации;   Процессинг кандидатов - от первого контакта до прохождения испытательного срока, без КДП. Отражение всех этапов в облачной базе данных по кандидатам - FriendWork;   Снятие потребностей у нанимающих менеджеров и составление подробных и привлекательных описаний позиций (Job Description), размещение вакансий;   Выстраивание продуктивных взаимоотношений с участниками процесса: кандидатами, коллегами, тимлидами и PM'ами, внешними заказчиками;   Проведение телефонных, скайп и очных интервью, координация встреч кандидатов с руководителями;   Выяснение мотивации, оценка рисков по кандидату, финансовые переговоры по условиям сотрудничества, выставление офферов;   Составление еженедельной отчетности в Excel;   Участие в других мероприятиях компании: ротация, удержание, развитие.   ","    Опыт работы HR'ом в кадровом агентстве или инхаус.      Можно БЕЗ опыта в ИТ (по ИТ готовы обучить). Но с большим желанием!    Осознанное желание 1) заниматься  именно ИТ  и 2) много рекрутить;   Кругозор в ИТ сфере: понимание ролей, аббревиатур, жизненного цикла ПО, специфики подбора ИТ специалистов и этого рынка;   Готовность, умение и любовь к гуглению обязательны!  Нам нужен любопытный, увлеченный IT HR сферой человек, 1 шт. А мы дадим возможности для обучения, развития, самореализации - разнообразные вакансии, курсы, материалы, наставничество! И все это с удаленкой, гибким графиком и бонусами за каждое закрытие!    Навыки продаж и презентации, дипломатичность, стрессоустойчивость. Любовь к людям и высокий уровень эмпатии;   Желательно образование менеджерское, финансовое, по управлению персоналом или техническое;   Ответственность, инициативность, умение отстаивать свое мнение и  работать на результат ;   Взрослая позиция, уверенность в себе. Если у вас лапки и вам ""страаашна"" звонить суровым дядькам-программистам или ""ИТ это таааак сложна"" - сорян. И да, это сложно!   Грамотность устная и письменная, близкая к 100%. Способность оперировать большими объемами информации (очень большими, правда).   ","   Работа в стабильной, известной на рынке ИТ компании;   Либеральная атмосфера,  гибкий график, возможность работать удаленно.    Если вы в Москве или рядом - то как вирус поутихнет можно 1-2 раза в неделю ходить в офис.  Главное - приносить результат, а откуда - неважно.  Территориально офис на м. Преображенская площадь / МЦК Бульвар Рокоссовского. У   нас тут есть уютный кабинет с кондиционером и большими окнами. Своя переговорка с диваном. Кухня, чай с лимоном, кофе с молоком;   4 дня в год, 100% оплачиваемых, по болезни (без больничного);   Прогрессивная схема оплаты труда:  оклад в зависимости от опыта 35000-70000 р (Net) + бонусы за каждую закрытую вакансию 2 раза в месяц;    Возможности обучения (курсы, вебинары, конференции).   ", Рекрутмент; Подбор персонала; Мотивация персонала; Ведение переговоров; Телефонные переговоры; Навыки переговоров; Навыки презентации; Деловая переписка;,56
